geneid	pval	up_down 	pathway_ids
HCON_00135370	0.035568812	UP	-
HCON_00135440	0.155981535	none	ko03022,map03022
HCON_00135450	0.426603318	none	-
HCON_00135460	0.005238271	UP	-
HCON_00135470	0.003073171	down	ko03008,ko03013,ko03015,ko05164,ko05168,map03008,map03013,map03015,map05164,map05168
HCON_00135480	0.078257579	none	-
HCON_00135490	0.07043937	none	-
HCON_00135540	0.257763568	none	-
HCON_00135550	0.461054178	none	-
HCON_00135560	0.035103327	UP	-
HCON_00135580	0.083332955	none	-
HCON_00135590	0.374421436	none	-
HCON_00135600	0.082238103	none	-
HCON_00135620	0.251831462	none	ko04010,ko04011,ko04014,ko04015,ko04062,ko04144,ko04360,ko04370,ko04510,ko04520,ko04530,ko04660,ko04666,ko04670,ko04722,ko04810,ko04912,ko04932,ko04933,ko05100,ko05120,ko05130,ko05131,ko05132,ko05165,ko05200,ko05203,ko05205,ko05211,ko05212,map04010,map04011,map04014,map04015,map04062,map04144,map04360,map04370,map04510,map04520,map04530,map04660,map04666,map04670,map04722,map04810,map04912,map04932,map04933,map05100,map05120,map05130,map05131,map05132,map05165,map05200,map05203,map05205,map05211,map05212
HCON_00135630	0.003056109	down	ko04010,ko04014,ko04015,ko04611,ko04660,ko04662,ko05200,map04010,map04014,map04015,map04611,map04660,map04662,map05200
HCON_00135640	0.140297905	none	-
HCON_00135650	0.155057967	none	ko04979,map04979
HCON_00135670	0.003158096	UP	ko03010,map03010
HCON_00135680	0.398955806	none	-
HCON_00135710	0.002405561	UP	ko00260,map00260
HCON_00135720	0.005336925	UP	ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130
HCON_00135730	0.337531456	none	-
HCON_00135740	0.448699594	none	-
HCON_00135750	0.001576972	down	ko04013,map04013
HCON_00135760	0.122392086	none	ko00040,ko00053,ko00140,ko00565,ko00600,ko00830,ko00860,ko00980,ko00982,ko00983,ko01100,ko01110,ko05204,map00040,map00053,map00140,map00565,map00600,map00830,map00860,map00980,map00982,map00983,map01100,map01110,map05204
HCON_00135790	0.384878019	none	ko04714,map04714
HCON_00135800	0.002769789	UP	ko02010,ko04146,map02010,map04146
HCON_00135810	0.362950732	none	ko03030,ko03420,ko03430,map03030,map03420,map03430
HCON_00135820	0.035602684	down	-
HCON_00135860	0.447103312	none	-
HCON_00135890	0.167557455	none	ko04013,ko04214,ko04624,map04013,map04214,map04624
HCON_00135920	0.155284791	none	-
HCON_00136040	0.106650084	none	-
HCON_00136050	0.430972938	none	-
HCON_00136110	0.026010219	UP	ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142
HCON_00136120	0.043284417	down	ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142
HCON_00136130	0.142322411	none	ko04216,map04216
HCON_00136140	0.019714141	UP	-
HCON_00136300	0.000350848	down	ko04066,ko05200,ko05211,map04066,map05200,map05211
HCON_00136325	0.083219507	none	-
HCON_00136335	0.101296467	none	-
HCON_00136370	0.007545742	down	-
HCON_00136570	0.23175234	none	-
HCON_00136600	0.005525144	UP	ko04130,ko04611,ko04721,ko04911,map04130,map04611,map04721,map04911
HCON_00136610	0.057501583	none	ko01521,ko01522,ko01524,ko04010,ko04012,ko04014,ko04015,ko04022,ko04024,ko04062,ko04066,ko04068,ko04071,ko04072,ko04140,ko04150,ko04151,ko04152,ko04210,ko04211,ko04212,ko04213,ko04218,ko04261,ko04370,ko04371,ko04380,ko04510,ko04550,ko04611,ko04620,ko04630,ko04660,ko04662,ko04664,ko04666,ko04668,ko04722,ko04725,ko04728,ko04910,ko04914,ko04915,ko04917,ko04919,ko04920,ko04922,ko04923,ko04926,ko04931,ko04932,ko04933,ko04973,ko05142,ko05145,ko05152,ko05160,ko05161,ko05162,ko05164,ko05165,ko05166,ko05167,ko05169,ko05200,ko05205,ko05210,ko05211,ko05212,ko05213,ko05214,ko05215,ko05218,ko05220,ko05221,ko05222,ko05223,ko05224,ko05225,ko05226,ko05230,ko05231,ko05418,map01521,map01522,map01524,map04010,map04012,map04014,map04015,map04022,map04024,map04062,map04066,map04068,map04071,map04072,map04140,map04150,map04151,map04152,map04210,map04211,map04212,map04213,map04218,map04261,map04370,map04371,map04380,map04510,map04550,map04611,map04620,map04630,map04660,map04662,map04664,map04666,map04668,map04722,map04725,map04728,map04910,map04914,map04915,map04917,map04919,map04920,map04922,map04923,map04926,map04931,map04932,map04933,map04973,map05142,map05145,map05152,map05160,map05161,map05162,map05164,map05165,map05166,map05167,map05169,map05200,map05205,map05210,map05211,map05212,map05213,map05214,map05215,map05218,map05220,map05221,map05222,map05223,map05224,map05225,map05226,map05230,map05231,map05418
HCON_00136620	0.002237602	down	ko04130,ko04721,ko04911,ko04962,ko04970,map04130,map04721,map04911,map04962,map04970
HCON_00136625	0.001090484	none	ko04130,ko04145,map04130,map04145
HCON_00136670	0.189702091	none	-
HCON_00136720	0.026941215	none	-
HCON_00136730	0.015167997	UP	-
HCON_00136780	0.093817822	none	ko04145,ko04962,ko05132,map04145,map04962,map05132
HCON_00136820	0.271198797	none	-
HCON_00136830	0.085949565	none	ko04970,ko04972,ko05110,map04970,map04972,map05110
HCON_00136840	0.008059956	UP	-
HCON_00136910	0.178617366	none	ko00230,ko00240,ko00510,ko01100,ko03020,ko04623,ko05169,map00230,map00240,map00510,map01100,map03020,map04623,map05169
HCON_00136920	0.002321701	UP	ko00230,ko00240,ko01100,ko03020,ko04623,ko05169,map00230,map00240,map01100,map03020,map04623,map05169
HCON_00136930	0.175163846	none	-
HCON_00136960	0.072751879	none	-
HCON_00136990	0.007395406	down	ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418
HCON_00137000	0.000146783	down	-
HCON_00137010	0.279723372	none	-
HCON_00137080	0.011735826	UP	-
HCON_00137140	0.091151111	none	-
HCON_00137170	0.0000162	UP	-
HCON_00137180	0.154176172	none	-
HCON_00137220	0.006115685	down	-
HCON_00137240	0.024948845	UP	-
HCON_00137325	0.112554754	none	-
HCON_00137390	0.000356056	UP	-
HCON_00137450	0.003323852	down	ko04330,map04330
HCON_00137455	0.037875345	UP	-
HCON_00137510	0.385335878	none	-
HCON_00137520	0.03138273	UP	-
HCON_00137540	0.010281469	UP	-
HCON_00137560	0.006144079	down	-
HCON_00137590	0.181103054	none	-
HCON_00137640	0.346161866	none	-
HCON_00137660	0.010162306	UP	ko00500,ko01100,map00500,map01100
HCON_00137670	0.002619882	UP	-
HCON_00137770	0.04364656	UP	-
HCON_00137850	0.006966408	down	ko00564,ko00981,ko00983,ko01100,ko04725,map00564,map00981,map00983,map01100,map04725
HCON_00137900	0.42956845	none	-
HCON_00137950	0.002345249	down	-
HCON_00137980	0.131070876	none	ko04144,map04144
HCON_00138000	0.06552385	none	-
HCON_00138040	0.005647722	UP	-
HCON_00138090	0.168434206	none	-
HCON_00138100	0.001664504	none	-
HCON_00138110	0.012886091	UP	ko03018,map03018
HCON_00138170	0.202816497	none	ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200
HCON_00138200	0.00000377	UP	-
HCON_00138210	0.005239633	UP	-
HCON_00138220	0.141738796	none	ko03010,map03010
HCON_00138260	0.437121105	none	ko04621,ko05418,map04621,map05418
HCON_00138270	0.193166322	none	ko04138,map04138
HCON_00138280	0.02911895	down	-
HCON_00138300	0.155634857	none	-
HCON_00138310	0.059483419	none	-
HCON_00138315	0.149972525	none	-
HCON_00138350	0.003186172	down	ko00071,ko01212,ko03320,ko04152,ko04714,ko04920,ko04922,ko04931,map00071,map01212,map03320,map04152,map04714,map04920,map04922,map04931
HCON_00138370	0.348354051	none	-
HCON_00138375	0.067216147	none	ko04721,ko04723,ko04724,ko05033,map04721,map04723,map04724,map05033
HCON_00138377	0.023954187	UP	ko00620,map00620
HCON_00138390	0.000655266	UP	-
HCON_00138400	0.005886009	UP	ko03040,map03040
HCON_00138410	0.158136597	none	ko03040,map03040
HCON_00138420	0.161278392	none	ko00450,ko00970,map00450,map00970
HCON_00138520	0.064131455	none	-
HCON_00138525	0.002576792	down	-
HCON_00138530	0.001581065	down	ko04020,ko04022,ko04270,ko04371,ko04510,ko04611,ko04810,ko04921,ko04971,ko05410,ko05414,map04020,map04022,map04270,map04371,map04510,map04611,map04810,map04921,map04971,map05410,map05414
HCON_00138540	0.398773395	none	-
HCON_00138560	0.4455207	none	-
HCON_00138600	0.012818488	UP	-
HCON_00138660	0.023503045	UP	-
HCON_00138680	0.295764893	none	ko04630,ko04910,ko04917,ko04930,map04630,map04910,map04917,map04930
HCON_00138820	0.064609753	none	-
HCON_00138880	0.008129148	UP	-
HCON_00138900	0.000982606	none	-
HCON_00138930	0.449172051	none	ko00480,ko01100,map00480,map01100
HCON_00138990	0.042849542	none	-
HCON_00139030	0.099236769	none	-
HCON_00139290	0.216058047	none	-
HCON_00139330	0.008176164	UP	ko03010,map03010
HCON_00139340	0.033656837	down	-
HCON_00139370	0.001115118	down	-
HCON_00139380	0.022331808	down	-
HCON_00139400	0.422676108	none	-
HCON_00139420	0.123631057	none	ko04212,ko04213,ko04950,map04212,map04213,map04950
HCON_00139530	0.120479469	none	-
HCON_00139570	0.153688841	none	-
HCON_00139590	0.007350942	UP	-
HCON_00139760	0.391317815	none	ko00140,ko00531,ko01100,ko04142,map00140,map00531,map01100,map04142
HCON_00139875	0.18939231	none	ko00140,ko00531,ko01100,ko04142,map00140,map00531,map01100,map04142
HCON_00139960	0.304259692	none	ko04138,ko04721,map04138,map04721
HCON_00139980	0.021200921	down	ko00564,ko01100,map00564,map01100
HCON_00140030	0.023764217	none	-
HCON_00140090	0.009034763	down	ko04024,ko04080,map04024,map04080
HCON_00140100	0.000403351	down	-
HCON_00140110	0.010494156	down	-
HCON_00140120	0.141919863	none	-
HCON_00140140	0.00014908	down	ko00062,ko00071,ko00280,ko00281,ko00310,ko00380,ko00650,ko00930,ko01100,ko01110,ko01120,ko01130,ko01212,map00062,map00071,map00280,map00281,map00310,map00380,map00650,map00930,map01100,map01110,map01120,map01130,map01212
HCON_00140150	0.054536876	none	-
HCON_00140160	0.000144839	down	-
HCON_00140250	0.137640749	none	-
HCON_00140260	0.145882705	none	-
HCON_00140340	0.163604961	none	ko03013,map03013
HCON_00140350	0.002193519	down	ko04120,map04120
HCON_00140360	0.241557488	none	-
HCON_00140420	0.335725245	none	ko00770,map00770
HCON_00140430	0.078592158	none	ko03040,map03040
HCON_00140440	0.440823177	none	-
HCON_00140450	0.146072299	none	ko03010,map03010
HCON_00140455	0.103782187	none	-
HCON_00140480	0.004821185	down	ko03015,ko04022,ko04024,ko04113,ko04114,ko04218,ko04261,ko04270,ko04390,ko04510,ko04611,ko04720,ko04728,ko04750,ko04810,ko04910,ko04921,ko04931,ko05031,ko05034,ko05168,ko05205,map03015,map04022,map04024,map04113,map04114,map04218,map04261,map04270,map04390,map04510,map04611,map04720,map04728,map04750,map04810,map04910,map04921,map04931,map05031,map05034,map05168,map05205
HCON_00140590	0.004327521	down	ko04142,ko04612,map04142,map04612
HCON_00140610	0.162678661	none	ko02010,map02010
HCON_00140620	0.002646945	down	ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200
HCON_00140650	0.055045723	none	ko03460,map03460
HCON_00140680	0.109893551	none	ko03018,map03018
HCON_00140700	0.023969212	none	-
HCON_00140750	0.029393627	UP	ko04020,ko04024,ko04260,ko04261,ko04371,ko04713,ko04730,ko04911,ko04921,ko04970,ko04972,ko05010,ko05410,ko05412,ko05414,map04020,map04024,map04260,map04261,map04371,map04713,map04730,map04911,map04921,map04970,map04972,map05010,map05410,map05412,map05414
HCON_00140810	0.235232821	none	-
HCON_00140830	0.022311834	UP	-
HCON_00140840	0.13497563	none	-
HCON_00140860	0.160059184	none	-
HCON_00140900	0.219390268	none	-
HCON_00140955	0.006792881	UP	-
HCON_00141052	0.129676754	none	-
HCON_00141140	0.084595011	none	-
HCON_00141160	0.254510909	none	-
HCON_00141170	0.011117906	down	-
HCON_00141230	0.178415674	none	ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04977,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04977
HCON_00141245	0.003306615	UP	-
HCON_00141380	0.328582528	none	-
HCON_00141390	0.012620203	UP	-
HCON_00141410	0.031011055	none	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110
HCON_00141440	0.000115578	UP	-
HCON_00141580	0.04582142	down	-
HCON_00141600	0.119868587	none	-
HCON_00141620	0.002740581	UP	-
HCON_00141630	0.309418163	none	ko03060,map03060
HCON_00141640	0.000798528	UP	-
HCON_00141690	0.251127075	none	-
HCON_00141730	0.183109627	none	-
HCON_00141740	0.080710239	none	-
HCON_00141780	0.277150292	none	-
HCON_00141810	0.009652983	down	-
HCON_00141900	0.083929856	none	-
HCON_00141940	0.304918829	none	-
HCON_00142020	0.00982507	UP	-
HCON_00142160	0.232293438	none	ko03015,map03015
HCON_00142180	0.003506478	UP	-
HCON_00142250	0.00371832	UP	ko03008,map03008
HCON_00142255	0.053758847	none	ko03010,map03010
HCON_00142260	0.008333424	UP	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130
HCON_00142320	0.017338721	UP	ko04010,ko04020,ko04022,ko04114,ko04218,ko04310,ko04360,ko04370,ko04380,ko04650,ko04658,ko04659,ko04660,ko04662,ko04720,ko04724,ko04921,ko04922,ko04924,ko05010,ko05014,ko05031,ko05152,ko05166,ko05167,map04010,map04020,map04022,map04114,map04218,map04310,map04360,map04370,map04380,map04650,map04658,map04659,map04660,map04662,map04720,map04724,map04921,map04922,map04924,map05010,map05014,map05031,map05152,map05166,map05167
HCON_00142350	0.003072227	UP	ko03008,map03008
HCON_00142425	0.012573344	UP	-
HCON_00142430	0.233459164	none	-
HCON_00142460	0.02358546	UP	ko05168,map05168
HCON_00142490	0.12247495	none	ko00071,ko00280,ko01100,ko01110,ko01212,map00071,map00280,map01100,map01110,map01212
HCON_00142510	0.003337528	UP	ko04141,ko04213,map04141,map04213
HCON_00142520	0.000267108	down	ko00071,ko00280,ko01100,ko01110,ko01212,map00071,map00280,map01100,map01110,map01212
HCON_00142530	0.001907488	UP	-
HCON_00142570	0.220615133	none	-
HCON_00142670	0.000897107	down	ko00970,map00970
HCON_00142690	0.000738235	UP	ko03040,map03040
HCON_00142770	0.002700527	UP	-
HCON_00142780	0.130434342	none	-
HCON_00142800	0.028909563	none	ko04140,ko04142,ko04210,ko04612,ko04621,ko04924,map04140,map04142,map04210,map04612,map04621,map04924
HCON_00142810	0.138208164	none	-
HCON_00142820	0.075926734	none	-
HCON_00142830	0.302096667	none	-
HCON_00142850	0.338163159	none	-
HCON_00142950	0.421374109	none	-
HCON_00142970	0.021394986	UP	-
HCON_00143010	0.006014975	down	ko04919,ko04974,map04919,map04974
HCON_00143040	0.002569694	UP	-
HCON_00143050	0.052325631	none	ko03022,ko05203,map03022,map05203
HCON_00143120	0.000493353	none	ko05134,map05134
HCON_00143140	0.024191408	down	-
HCON_00143310	0.000574662	UP	-
HCON_00143330	0.012373428	down	-
HCON_00143340	0.111956201	none	-
HCON_00143350	0.006264595	down	-
HCON_00143360	0.0024746	down	-
HCON_00143370	0.016573137	down	ko00430,ko00460,ko00480,ko00590,ko01100,map00430,map00460,map00480,map00590,map01100
HCON_00143380	0.065592973	none	-
HCON_00143400	0.034316069	down	ko04066,ko04120,ko04137,ko04140,ko04212,ko04214,ko04215,ko04659,ko04919,ko05167,ko05200,ko05205,ko05211,ko05230,ko05231,map04066,map04120,map04137,map04140,map04212,map04214,map04215,map04659,map04919,map05167,map05200,map05205,map05211,map05230,map05231
HCON_00143450	0.006177841	UP	-
HCON_00143460	0.270607359	none	-
HCON_00143520	0.336235277	none	-
HCON_00143530	0.044630684	none	-
HCON_00143590	0.20355517	none	-
HCON_00143610	0.032634433	UP	-
HCON_00143620	0.476648708	none	-
HCON_00143640	0.168093287	none	ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230
HCON_00143650	0.003178259	UP	-
HCON_00143660	0.010883906	down	ko00380,ko01100,map00380,map01100
HCON_00143670	0.004167326	down	ko05200,ko05223,map05200,map05223
HCON_00143710	0.087608397	none	-
HCON_00143940	0.107098091	none	-
HCON_00143950	0.337939197	none	ko00140,ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,ko04917,ko04927,ko04934,map00140,map00590,map00591,map01100,map04212,map04726,map04750,map04913,map04917,map04927,map04934
HCON_00143970	0.007836042	UP	-
HCON_00144050	0.32624016	none	-
HCON_00144060	0.000256606	down	-
HCON_00144070	0.088500949	none	-
HCON_00144130	0.054101949	none	-
HCON_00144140	0.007838592	none	-
HCON_00144180	0.001100309	UP	-
HCON_00144270	0.00000851	UP	-
HCON_00144310	0.11939554	none	ko04137,ko04144,ko04934,map04137,map04144,map04934
HCON_00144320	0.244671879	none	-
HCON_00144330	0.23704813	none	ko00240,ko01100,map00240,map01100
HCON_00144340	0.11950954	none	-
HCON_00144350	0.028671529	UP	ko04068,ko04922,map04068,map04922
HCON_00144370	0.0000992	UP	ko04919,map04919
HCON_00144400	0.060450782	none	-
HCON_00144440	0.148538823	none	-
HCON_00144460	0.180499125	none	-
HCON_00144480	0.04537845	UP	-
HCON_00144520	0.002030851	down	ko04015,ko04925,map04015,map04925
HCON_00144530	0.008258733	none	ko04530,ko05100,ko05130,ko05131,ko05205,map04530,map05100,map05130,map05131,map05205
HCON_00144540	0.0000206	down	-
HCON_00144610	0.141488457	none	ko00270,ko00480,ko01100,ko04216,map00270,map00480,map01100,map04216
HCON_00144700	0.438104015	none	-
HCON_00144720	0.384567995	none	-
HCON_00144730	0.000383133	UP	-
HCON_00144740	0.459199749	none	-
HCON_00144780	0.264386714	none	-
HCON_00144860	0.00000715	down	-
HCON_00144950	0.008394573	UP	-
HCON_00144960	0.03164125	down	ko02010,map02010
HCON_00145000	0.245580766	none	-
HCON_00145070	0.485740475	none	-
HCON_00145080	0.00666246	UP	-
HCON_00145110	0.152323175	none	-
HCON_00145120	0.091152655	none	ko00051,ko00561,ko00680,ko01100,ko01120,ko01200,ko04622,map00051,map00561,map00680,map01100,map01120,map01200,map04622
HCON_00145210	0.19050987	none	ko03050,map03050
HCON_00145270	0.080502963	none	-
HCON_00145280	0.206875225	none	-
HCON_00145285	0.040255054	UP	ko00130,ko01100,ko01110,map00130,map01100,map01110
HCON_00145300	0.019704343	UP	ko04260,ko04261,ko04530,ko05416,map04260,map04261,map04530,map05416
HCON_00145330	0.002058547	down	ko04080,map04080
HCON_00145340	0.000605286	UP	-
HCON_00145350	0.052910666	none	ko04714,map04714
HCON_00145380	0.080894009	none	-
HCON_00145390	0.43576694	none	ko01523,ko02010,ko04071,ko04977,ko05206,map01523,map02010,map04071,map04977,map05206
HCON_00145430	0.001752121	UP	-
HCON_00145460	0.009408515	down	-
HCON_00145530	0.456862859	none	ko04066,ko04911,ko04919,ko04920,ko04922,ko04931,ko04976,ko05166,ko05200,ko05211,ko05230,map04066,map04911,map04919,map04920,map04922,map04931,map04976,map05166,map05200,map05211,map05230
HCON_00145540	0.000658784	UP	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122
HCON_00145570	0.001674097	none	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122
HCON_00145580	0.073246983	none	ko00600,ko01100,ko04060,ko04071,ko04350,ko04390,ko05200,ko05217,map00600,map01100,map04060,map04071,map04350,map04390,map05200,map05217
HCON_00145610	0.006381571	UP	ko03010,ko04146,map03010,map04146
HCON_00145630	0.003535366	down	-
HCON_00145660	0.023378057	down	-
HCON_00145670	0.010214414	UP	ko00072,ko00280,ko00650,ko00900,ko01100,ko01110,ko01130,map00072,map00280,map00650,map00900,map01100,map01110,map01130
HCON_00145720	0.003598702	down	ko00020,ko00620,ko00720,ko01100,ko01120,ko01200,ko01230,map00020,map00620,map00720,map01100,map01120,map01200,map01230
HCON_00145760	0.003504844	UP	-
HCON_00145770	0.318787064	none	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110
HCON_00145860	0.235261604	none	-
HCON_00145950	0.192198156	none	ko00510,ko01100,map00510,map01100
HCON_00145970	0.027116752	UP	ko04010,map04010
HCON_00145980	0.352767754	none	ko00010,ko00071,ko00350,ko00625,ko00626,ko00680,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,ko05204,map00010,map00071,map00350,map00625,map00626,map00680,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01200,map01220,map05204
HCON_00145990	0.173309333	none	-
HCON_00146030	0.197302494	none	ko04020,ko04024,ko04080,ko04151,ko04725,ko04742,ko04810,ko04911,ko04970,ko04971,ko04972,map04020,map04024,map04080,map04151,map04725,map04742,map04810,map04911,map04970,map04971,map04972
HCON_00146040	0.043306185	down	-
HCON_00146070	0.451454234	none	-
HCON_00146080	0.465601425	none	ko04911,map04911
HCON_00146100	0.175627537	none	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200
HCON_00146110	0.472119656	none	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200
HCON_00146120	0.10409091	none	ko00270,ko00480,ko01100,ko04212,ko04216,map00270,map00480,map01100,map04212,map04216
HCON_00146140	0.06750523	none	-
HCON_00146180	0.344345143	none	ko04390,ko04391,ko04530,ko04660,ko04724,ko05016,ko05030,ko05165,ko05166,ko05203,map04390,map04391,map04530,map04660,map04724,map05016,map05030,map05165,map05166,map05203
HCON_00146220	0.029679977	UP	ko00190,ko01100,ko03015,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map03015,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00146240	0.195095275	none	-
HCON_00146260	0.000698302	down	-
HCON_00146270	0.130492832	none	-
HCON_00146280	0.069672708	none	-
HCON_00146290	0.022302177	none	-
HCON_00146300	0.392523803	none	-
HCON_00146330	0.102813424	none	-
HCON_00146370	0.036476808	UP	ko04711,map04711
HCON_00146420	0.00141877	down	ko00260,ko00270,ko01100,ko01130,ko01230,map00260,map00270,map01100,map01130,map01230
HCON_00146540	0.011778793	down	-
HCON_00146550	0.0000591	UP	-
HCON_00146610	0.016165661	UP	-
HCON_00146680	0.0008265	UP	-
HCON_00146710	0.000153931	UP	ko00565,ko01100,ko01110,ko01130,map00565,map01100,map01110,map01130
HCON_00146720	0.124701076	none	ko03410,ko04210,ko04212,ko04214,ko04217,map03410,map04210,map04212,map04214,map04217
HCON_00146725	0.175673366	none	-
HCON_00146730	0.000811201	UP	-
HCON_00146740	0.066537644	none	-
HCON_00146770	0.407406014	none	ko00564,ko01100,map00564,map01100
HCON_00146780	0.098472244	none	ko00830,ko01100,ko04146,map00830,map01100,map04146
HCON_00146810	0.088958869	none	ko00230,ko00240,ko00500,ko00740,ko00760,ko00770,ko01100,map00230,map00240,map00500,map00740,map00760,map00770,map01100
HCON_00146860	0.007565333	down	-
HCON_00146920	0.062340349	none	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130
HCON_00146930	0.021274898	UP	-
HCON_00146980	0.0072358	down	-
HCON_00147010	0.003903107	down	-
HCON_00147120	0.155291583	none	-
HCON_00147130	0.337460993	none	-
HCON_00147140	0.073055705	none	ko00601,ko01100,map00601,map01100
HCON_00147150	0.062329734	none	-
HCON_00147220	0.00275199	down	ko04310,map04310
HCON_00147250	0.002020615	down	ko04976,map04976
HCON_00147280	0.318953974	none	-
HCON_00147310	0.153306406	none	-
HCON_00147420	0.0000142	none	ko05134,map05134
HCON_00147490	0.054981606	none	-
HCON_00147510	0.315319548	none	ko00330,ko00480,ko01100,ko01110,ko01130,map00330,map00480,map01100,map01110,map01130
HCON_00147540	0.001187896	UP	-
HCON_00147560	0.012613301	down	-
HCON_00147580	0.000353642	none	-
HCON_00147610	0.022155209	none	ko03040,ko04120,ko04215,ko05145,ko05200,ko05222,map03040,map04120,map04215,map05145,map05200,map05222
HCON_00147620	0.392754216	none	ko03320,map03320
HCON_00147680	0.010701357	UP	ko00561,ko00564,ko01100,ko01110,ko04072,ko04975,map00561,map00564,map01100,map01110,map04072,map04975
HCON_00147690	0.129895837	none	-
HCON_00147710	0.001435949	UP	-
HCON_00147730	0.228768276	none	-
HCON_00147750	0.015519261	UP	-
HCON_00147760	0.27676348	none	ko05202,map05202
HCON_00147830	0.470927289	none	ko01503,ko04020,ko04022,ko04217,ko05012,ko05016,ko05145,map01503,map04020,map04022,map04217,map05012,map05016,map05145
HCON_00147840	0.000788311	UP	ko00440,ko00564,ko00565,ko01100,ko01110,ko05231,map00440,map00564,map00565,map01100,map01110,map05231
HCON_00147870	0.062071399	none	ko04141,ko04212,ko04213,map04141,map04212,map04213
HCON_00147940	0.015514838	UP	-
HCON_00147960	0.238232527	none	ko05166,map05166
HCON_00148060	0.092876639	none	ko04721,ko04723,ko04727,ko05032,ko05033,map04721,map04723,map04727,map05032,map05033
HCON_00148160	0.024221249	down	ko03015,ko04071,ko04113,ko04114,ko04151,ko04152,ko04261,ko04728,ko05165,map03015,map04071,map04113,map04114,map04151,map04152,map04261,map04728,map05165
HCON_00148260	0.00000481	UP	-
HCON_00148270	0.062661174	none	ko03460,map03460
HCON_00148410	0.014835094	none	-
HCON_00148420	0.455678861	none	-
HCON_00148430	0.187749049	none	ko03040,map03040
HCON_00148450	0.00114883	UP	-
HCON_00148520	0.329854505	none	-
HCON_00148540	0.444500257	none	-
HCON_00148610	0.107715808	none	-
HCON_00148615	0.077661711	none	-
HCON_00148620	0.004730396	down	-
HCON_00148630	0.007833317	none	ko04360,ko04810,map04360,map04810
HCON_00148640	0.216767433	none	-
HCON_00148660	0.002078479	down	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931
HCON_00148710	0.0000705	UP	-
HCON_00148730	0.465621692	none	ko04141,map04141
HCON_00148760	0.184512723	none	-
HCON_00148780	0.031608266	down	ko00330,ko00410,ko04146,map00330,map00410,map04146
HCON_00148840	0.190267838	none	ko04080,map04080
HCON_00148860	0.488885375	none	-
HCON_00148880	0.384311752	none	ko04110,ko04111,ko05166,map04110,map04111,map05166
HCON_00148900	0.020310842	UP	ko03010,map03010
HCON_00148910	0.02756747	UP	-
HCON_00149070	0.176006641	none	-
HCON_00149100	0.041780537	UP	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016
HCON_00149110	0.007642293	UP	ko01100,ko04550,ko05202,ko05206,map01100,map04550,map05202,map05206
HCON_00149140	0.430441795	none	ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141
HCON_00149160	0.048325961	none	ko03040,map03040
HCON_00149170	0.003960574	UP	ko00350,ko00360,map00350,map00360
HCON_00149270	0.069195678	none	ko00010,ko00040,ko00561,ko00930,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00561,map00930,map01100,map01110,map01120,map01130,map01220
