geneid	pval	up_down 	pathway_ids
HCON_00080560	0.334826336	none	ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418
HCON_00080600	0.241221075	none	ko04110,ko04111,ko04113,ko04114,ko04914,ko05166,map04110,map04111,map04113,map04114,map04914,map05166
HCON_00080620	0.011494343	down	ko04145,ko04151,ko04510,ko04512,ko04514,ko04640,ko04810,ko04919,ko05100,ko05131,ko05133,ko05165,ko05200,ko05205,ko05206,ko05222,ko05410,ko05412,ko05414,ko05418,map04145,map04151,map04510,map04512,map04514,map04640,map04810,map04919,map05100,map05131,map05133,map05165,map05200,map05205,map05206,map05222,map05410,map05412,map05414,map05418
HCON_00080640	0.004034749	UP	ko03010,ko04141,map03010,map04141
HCON_00080650	0.488222746	none	ko04810,map04810
HCON_00080670	0.073652759	none	ko04745,map04745
HCON_00080705	0.102332523	none	-
HCON_00080710	0.187392513	none	-
HCON_00080740	0.002101408	none	-
HCON_00080750	0.013333591	down	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152
HCON_00080840	0.003451595	none	ko05016,map05016
HCON_00080850	0.001750199	none	ko04070,map04070
HCON_00080860	0.445663084	none	-
HCON_00080880	0.028585282	UP	-
HCON_00080900	0.451784887	none	ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00561,map00564,map01100,map01110,map04070,map04072,map05231
HCON_00080910	0.291075151	none	-
HCON_00080972	0.016071289	down	-
HCON_00081000	0.010217678	UP	-
HCON_00081060	0.033103319	none	ko04724,ko05014,map04724,map05014
HCON_00081090	0.027397674	none	-
HCON_00081120	0.139604351	none	-
HCON_00081130	0.418327713	none	ko04013,ko04550,map04013,map04550
HCON_00081140	0.132107647	none	-
HCON_00081160	0.0000369	down	-
HCON_00081190	0.00331064	UP	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016
HCON_00081200	0.160082663	none	ko04110,ko04111,ko04113,ko04114,map04110,map04111,map04113,map04114
HCON_00081210	0.011266469	none	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016
HCON_00081240	0.000109512	UP	-
HCON_00081250	0.012879962	down	ko04931,ko04932,map04931,map04932
HCON_00081260	0.067656143	none	-
HCON_00081270	0.040556788	UP	-
HCON_00081310	0.003765397	none	ko03320,ko04142,ko04145,ko04152,ko04512,ko04640,ko04913,ko04920,ko04925,ko04927,ko04931,ko04934,ko04975,ko04976,ko04977,ko04979,ko05144,ko05160,map03320,map04142,map04145,map04152,map04512,map04640,map04913,map04920,map04925,map04927,map04931,map04934,map04975,map04976,map04977,map04979,map05144,map05160
HCON_00081320	0.009922327	UP	-
HCON_00081330	0.008820024	down	-
HCON_00081340	0.208021023	none	ko03010,map03010
HCON_00081370	0.326709521	none	-
HCON_00081390	0.004177668	down	-
HCON_00081400	0.053423225	none	-
HCON_00081410	0.0000858	UP	ko00062,ko00140,ko01040,ko01100,ko01110,ko01212,map00062,map00140,map01040,map01100,map01110,map01212
HCON_00081420	0.461114505	none	ko03050,ko05169,map03050,map05169
HCON_00081430	0.214396551	none	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120
HCON_00081440	0.042156074	UP	-
HCON_00081450	0.002867874	down	-
HCON_00081470	0.060578415	none	-
HCON_00081480	0.008622036	down	ko03040,map03040
HCON_00081490	0.003252447	UP	-
HCON_00081520	0.000197229	down	ko04360,ko04810,map04360,map04810
HCON_00081550	0.000564771	UP	ko00190,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map01100,map04714,map05010,map05012,map05016
HCON_00081560	0.000695565	none	-
HCON_00081570	0.251375821	none	-
HCON_00081590	0.050111558	none	ko00230,ko00240,ko01100,ko03020,ko04623,ko05169,map00230,map00240,map01100,map03020,map04623,map05169
HCON_00081600	0.00243329	UP	-
HCON_00081640	0.005508839	UP	ko04964,map04964
HCON_00081760	0.095138109	none	-
HCON_00081790	0.152529602	none	ko04151,ko04510,ko04512,ko04514,ko04640,ko04810,ko05145,ko05165,ko05200,ko05222,ko05410,ko05412,ko05414,map04151,map04510,map04512,map04514,map04640,map04810,map05145,map05165,map05200,map05222,map05410,map05412,map05414
HCON_00081820	0.023242398	UP	ko00562,ko01100,ko04070,map00562,map01100,map04070
HCON_00081830	0.001247564	UP	ko04013,map04013
HCON_00081850	0.004760457	UP	-
HCON_00081870	0.10403577	none	-
HCON_00081890	0.004051845	none	ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230
HCON_00082100	0.365809717	none	ko04142,ko04214,ko04390,ko04391,ko04392,map04142,map04214,map04390,map04391,map04392
HCON_00082110	0.001610899	UP	ko00230,ko00240,ko01100,ko03020,ko05016,ko05169,map00230,map00240,map01100,map03020,map05016,map05169
HCON_00082130	0.017126066	down	ko03010,map03010
HCON_00082140	0.111038882	none	ko03018,map03018
HCON_00082160	0.010254348	down	ko04144,map04144
HCON_00082170	0.028065281	UP	-
HCON_00082180	0.005337278	UP	-
HCON_00082190	0.313818003	none	-
HCON_00082200	0.087168675	none	ko03030,ko03420,ko03430,map03030,map03420,map03430
HCON_00082210	0.205452813	none	ko00130,ko01100,ko01110,map00130,map01100,map01110
HCON_00082230	0.115472552	none	ko04142,ko04721,ko04723,ko04724,ko05033,map04142,map04721,map04723,map04724,map05033
HCON_00082330	0.000918626	UP	-
HCON_00082370	0.188700483	none	ko04024,ko04080,ko04713,ko04723,ko04724,ko04728,ko05031,ko05033,map04024,map04080,map04713,map04723,map04724,map04728,map05031,map05033
HCON_00082390	0.012569128	UP	-
HCON_00082410	0.199305061	none	ko00563,ko01100,map00563,map01100
HCON_00082430	0.002491457	down	ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200
HCON_00082440	0.197676858	none	-
HCON_00082490	0.011597076	down	ko04142,map04142
HCON_00082500	0.215516327	none	-
HCON_00082530	0.013287289	UP	ko00970,map00970
HCON_00082540	0.147046285	none	ko00230,ko00240,ko01100,ko03020,ko04623,ko05016,ko05169,map00230,map00240,map01100,map03020,map04623,map05016,map05169
HCON_00082550	0.004047734	down	-
HCON_00082600	0.183512695	none	-
HCON_00082610	0.274698772	none	-
HCON_00082650	0.017277695	down	-
HCON_00082670	0.170231023	none	-
HCON_00082680	0.141271887	none	-
HCON_00082700	0.147467607	none	-
HCON_00082710	0.001014465	UP	-
HCON_00082760	0.027354984	none	ko04062,ko04144,ko04340,ko04724,ko04740,ko04745,ko05032,map04062,map04144,map04340,map04724,map04740,map04745,map05032
HCON_00082880	0.029788022	down	-
HCON_00082890	0.051986129	none	ko00970,map00970
HCON_00082910	0.039450997	down	-
HCON_00082920	0.42832982	none	-
HCON_00082980	0.24675095	none	ko04020,ko04022,ko04217,ko04218,ko05012,ko05016,ko05166,map04020,map04022,map04217,map04218,map05012,map05016,map05166
HCON_00082995	0.340496873	none	-
HCON_00083000	0.22596284	none	ko01524,ko04016,map01524,map04016
HCON_00083010	0.187298521	none	ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230
HCON_00083050	0.039150012	none	ko05168,map05168
HCON_00083060	0.000204835	down	ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230
HCON_00083080	0.126222332	none	-
HCON_00083090	0.045375699	UP	-
HCON_00083100	0.199667284	none	-
HCON_00083115	0.008490598	UP	-
HCON_00083120	0.319329115	none	ko03010,ko04964,map03010,map04964
HCON_00083130	0.002666783	UP	ko00515,ko01100,map00515,map01100
HCON_00083160	0.00078746	down	-
HCON_00083180	0.194158221	none	ko03013,map03013
HCON_00083250	0.09005444	none	-
HCON_00083260	0.041717997	none	ko03040,map03040
HCON_00083280	0.002143741	UP	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523
HCON_00083290	0.036705305	none	-
HCON_00083300	0.003572439	UP	-
HCON_00083320	0.015402036	UP	-
HCON_00083330	0.224116772	none	-
HCON_00083340	0.060389017	none	-
HCON_00083350	0.003539969	UP	-
HCON_00083370	0.007299303	UP	-
HCON_00083380	0.19397474	none	-
HCON_00083400	0.123594034	none	-
HCON_00083430	0.014979304	UP	ko00330,ko01100,map00330,map01100
HCON_00083440	0.168283006	none	ko00330,ko01100,map00330,map01100
HCON_00083480	0.477637604	none	ko04024,ko04340,ko04341,ko04390,ko05200,ko05217,map04024,map04340,map04341,map04390,map05200,map05217
HCON_00083500	0.012856359	UP	-
HCON_00083540	0.177431015	none	ko00310,map00310
HCON_00083590	0.451164723	none	-
HCON_00083600	0.279691027	none	-
HCON_00083670	0.041871521	UP	-
HCON_00083690	0.016869062	down	-
HCON_00083700	0.116145218	none	ko01100,ko01524,ko03460,map01100,map01524,map03460
HCON_00083720	0.473377898	none	-
HCON_00083760	0.000236678	down	ko05206,map05206
HCON_00083770	0.283968754	none	-
HCON_00083800	0.055758464	none	ko03015,map03015
HCON_00083810	0.124770125	none	ko04024,ko04080,ko04713,ko04723,ko04724,ko04728,ko05031,ko05033,map04024,map04080,map04713,map04723,map04724,map04728,map05031,map05033
HCON_00083920	0.168596534	none	ko00450,ko00970,map00450,map00970
HCON_00083960	0.487951196	none	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920
HCON_00083970	0.281123589	none	-
HCON_00083980	0.001927528	down	ko03040,map03040
HCON_00083990	0.408777122	none	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00084000	0.000507791	down	ko00514,ko04931,map00514,map04931
HCON_00084030	0.018190422	down	-
HCON_00084050	0.008887366	down	-
HCON_00084060	0.010453459	none	-
HCON_00084070	0.030285308	UP	-
HCON_00084100	0.055783254	none	ko00900,ko01100,ko01110,ko01130,ko04146,map00900,map01100,map01110,map01130,map04146
HCON_00084120	0.003671797	down	ko04010,map04010
HCON_00084130	0.037894736	UP	-
HCON_00084150	0.234101006	none	ko00310,ko04934,map00310,map04934
HCON_00084360	0.012223493	down	-
HCON_00084420	0.150359451	none	ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map01100,map01110,map01120,map01130
HCON_00084430	0.39470966	none	-
HCON_00084440	0.003685469	UP	ko03010,map03010
HCON_00084450	0.000333668	UP	ko04130,ko04721,ko04911,ko05031,map04130,map04721,map04911,map05031
HCON_00084460	0.028361404	none	ko04120,ko04137,ko04141,ko05012,map04120,map04137,map04141,map05012
HCON_00084470	0.002178653	UP	-
HCON_00084490	0.00821808	UP	-
HCON_00084500	0.008933761	UP	-
HCON_00084510	0.007503368	UP	-
HCON_00084520	0.062481875	none	-
HCON_00084530	0.063601211	none	ko00970,map00970
HCON_00084540	0.147294208	none	ko00562,ko01100,ko04011,ko04070,ko04072,ko04139,ko04144,ko04666,ko04810,ko05231,map00562,map01100,map04011,map04070,map04072,map04139,map04144,map04666,map04810,map05231
HCON_00084550	0.006316845	UP	ko04340,map04340
HCON_00084560	0.119247515	none	ko00230,ko04022,ko04270,ko04540,ko04611,ko04713,ko04730,ko04921,ko04924,ko04970,map00230,map04022,map04270,map04540,map04611,map04713,map04730,map04921,map04924,map04970
HCON_00084600	0.001416777	down	-
HCON_00084620	0.196897566	none	-
HCON_00084630	0.420890379	none	ko04218,map04218
HCON_00084640	0.005686463	down	ko00190,ko01100,ko04142,ko04145,ko04721,ko04966,ko05110,ko05120,ko05152,ko05165,ko05323,map00190,map01100,map04142,map04145,map04721,map04966,map05110,map05120,map05152,map05165,map05323
HCON_00084650	0.053484103	none	ko00564,ko00730,ko01100,ko03013,map00564,map00730,map01100,map03013
HCON_00084660	0.026224525	down	ko00450,ko05200,ko05225,map00450,map05200,map05225
HCON_00084750	0.040849161	UP	ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016
HCON_00084760	0.0000776	UP	-
HCON_00084770	0.114057845	none	-
HCON_00084790	0.161644561	none	-
HCON_00084880	0.00068016	down	-
HCON_00084890	0.000147044	UP	-
HCON_00084950	0.004923884	down	-
HCON_00084980	0.00335467	UP	-
HCON_00085020	0.005594364	UP	-
HCON_00085110	0.078121903	none	-
HCON_00085120	0.038354032	UP	-
HCON_00085130	0.017678627	UP	ko03320,ko04214,ko04931,ko04932,ko05160,map03320,map04214,map04931,map04932,map05160
HCON_00085260	0.000510841	UP	-
HCON_00085280	0.039663659	none	ko03013,ko03040,map03013,map03040
HCON_00085290	0.236301168	none	ko04020,ko04080,ko04725,ko04810,map04020,map04080,map04725,map04810
HCON_00085300	0.1172979	none	ko05202,map05202
HCON_00085310	0.053990759	none	ko04940,map04940
HCON_00085320	0.006496574	none	ko03060,map03060
HCON_00085330	0.125437631	none	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130
HCON_00085335	0.462140461	none	-
HCON_00085350	0.277939396	none	ko04110,ko04111,ko04113,ko04114,ko04120,ko04914,ko05166,map04110,map04111,map04113,map04114,map04120,map04914,map05166
HCON_00085505	0.452271069	none	-
HCON_00085510	0.29310614	none	-
HCON_00085540	0.004363715	UP	-
HCON_00085560	0.421071764	none	-
HCON_00085570	0.259749878	none	ko00564,map00564
HCON_00085573	0.249583804	none	ko00564,map00564
HCON_00085578	0.140971603	none	ko00564,map00564
HCON_00085620	0.457481183	none	-
HCON_00085630	0.020150539	none	-
HCON_00085640	0.284874602	none	-
HCON_00085650	0.084609427	none	ko04136,ko04137,ko04138,ko04139,ko04140,ko04150,ko04152,ko04211,ko04212,map04136,map04137,map04138,map04139,map04140,map04150,map04152,map04211,map04212
HCON_00085680	0.0000738	down	-
HCON_00085690	0.014426513	UP	ko03008,map03008
HCON_00085730	0.012090864	down	ko03010,map03010
HCON_00085740	0.016122445	UP	ko03008,ko03013,map03008,map03013
HCON_00085760	0.00410206	down	ko00561,ko01100,ko04714,ko04923,map00561,map01100,map04714,map04923
HCON_00085820	0.250488115	none	ko00630,ko01100,map00630,map01100
HCON_00085830	0.062201524	none	-
HCON_00085840	0.144629606	none	-
HCON_00085860	0.012166637	UP	-
HCON_00085870	0.456044547	none	-
HCON_00085880	0.383166425	none	ko00750,ko01100,ko01120,ko04144,ko04666,ko04810,ko05100,ko05130,ko05131,ko05132,map00750,map01100,map01120,map04144,map04666,map04810,map05100,map05130,map05131,map05132
HCON_00085930	0.000667673	UP	-
HCON_00085960	0.048458372	down	-
HCON_00085970	0.208626018	none	ko03015,map03015
HCON_00085980	0.042142218	down	ko04144,map04144
HCON_00085990	0.155930487	none	-
HCON_00086020	0.34175946	none	ko04630,ko04933,ko05200,ko05206,ko05221,map04630,map04933,map05200,map05206,map05221
HCON_00086075	0.009329241	UP	-
HCON_00086110	0.266229648	none	ko04150,map04150
HCON_00086120	0.027726143	down	-
HCON_00086180	0.003196715	none	-
HCON_00086380	0.037114722	down	-
HCON_00086390	0.000866487	UP	-
HCON_00086400	0.356529447	none	ko04068,ko04110,ko04310,ko04350,ko04371,ko04390,ko04520,ko04550,ko04659,ko04933,ko05161,ko05166,ko05200,ko05210,ko05212,ko05220,ko05225,ko05226,map04068,map04110,map04310,map04350,map04371,map04390,map04520,map04550,map04659,map04933,map05161,map05166,map05200,map05210,map05212,map05220,map05225,map05226
HCON_00086410	0.00104882	none	ko03015,ko04022,ko04024,ko04113,ko04114,ko04218,ko04261,ko04270,ko04390,ko04510,ko04611,ko04720,ko04728,ko04750,ko04810,ko04910,ko04921,ko04931,ko05031,ko05034,ko05168,ko05205,map03015,map04022,map04024,map04113,map04114,map04218,map04261,map04270,map04390,map04510,map04611,map04720,map04728,map04750,map04810,map04910,map04921,map04931,map05031,map05034,map05168,map05205
HCON_00086450	0.01396653	down	-
HCON_00086460	0.115736273	none	ko03050,ko03440,ko05169,map03050,map03440,map05169
HCON_00086470	0.010132924	UP	-
HCON_00086500	0.039331745	down	ko04015,ko04024,ko04144,map04015,map04024,map04144
HCON_00086520	0.001326318	UP	ko03010,map03010
HCON_00086530	0.003834021	down	-
HCON_00086540	0.432122702	none	-
HCON_00086670	0.02662448	UP	ko04080,ko04961,map04080,map04961
HCON_00086680	0.095096264	none	-
HCON_00086690	0.391060209	none	ko04015,ko04062,ko04080,ko04144,ko04360,ko04390,ko04391,ko04520,ko04530,ko05165,map04015,map04062,map04080,map04144,map04360,map04390,map04391,map04520,map04530,map05165
HCON_00086730	0.431327104	none	ko00240,ko00983,ko01100,map00240,map00983,map01100
HCON_00086815	0.000657718	down	-
HCON_00086820	0.000321308	UP	-
HCON_00086830	0.009275337	UP	-
HCON_00086860	0.006210834	none	-
HCON_00086880	0.004083781	UP	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko05166,map00230,map00240,map01100,map03030,map03410,map03420,map05166
HCON_00086920	0.053464419	none	ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016
HCON_00086930	0.435609304	none	ko04215,map04215
HCON_00086940	0.0000522	UP	ko04144,ko04666,ko04810,ko05100,ko05130,ko05131,ko05132,map04144,map04666,map04810,map05100,map05130,map05131,map05132
HCON_00086950	0.021803633	none	-
HCON_00086980	0.015581322	down	ko00020,ko00561,ko00564,ko00565,ko00600,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,ko04072,ko04666,ko04975,ko05231,map00020,map00561,map00564,map00565,map00600,map00640,map01100,map01110,map01120,map01130,map01200,map04072,map04666,map04975,map05231
HCON_00087000	0.489952903	none	-
HCON_00087020	0.008615308	down	-
HCON_00087030	0.051292738	none	ko04144,map04144
HCON_00087040	0.015183278	none	-
HCON_00087370	0.068613702	none	-
HCON_00087390	0.157387409	none	ko00310,map00310
HCON_00087400	0.218549618	none	ko04015,ko04611,map04015,map04611
HCON_00087460	0.483696142	none	-
HCON_00087470	0.003660975	down	-
HCON_00087480	0.374371267	none	ko03013,ko03015,map03013,map03015
HCON_00087490	0.37422804	none	-
HCON_00087500	0.029766207	down	ko03010,map03010
HCON_00087520	0.001062908	down	-
HCON_00087610	0.40873032	none	-
HCON_00087630	0.275524671	none	ko05206,map05206
HCON_00087640	0.002685579	UP	ko03010,map03010
HCON_00087650	0.033900492	none	ko04120,ko04340,ko04341,map04120,map04340,map04341
HCON_00087670	0.0000349	UP	-
HCON_00087680	0.069467434	none	ko00280,ko00410,ko00640,ko01100,ko01200,map00280,map00410,map00640,map01100,map01200
HCON_00087690	0.079211464	none	-
HCON_00087710	0.144397266	none	-
HCON_00087730	0.021491721	UP	-
HCON_00087750	0.001047168	UP	-
HCON_00087760	0.011208649	down	ko04150,map04150
HCON_00087770	0.258000448	none	ko03040,map03040
HCON_00087810	0.003801272	down	ko04142,ko04721,ko04723,ko04724,ko05033,map04142,map04721,map04723,map04724,map05033
HCON_00087820	0.191426999	none	-
HCON_00087840	0.375638689	none	ko03450,map03450
